user_id,birthyear,gender,subscription_start_date,subscription_end_date,subscription_type,subscription_status,last_login_date,average_watch_time,total_watch_time,favorite_genres
247,1996,female,2023-04-03 18:32:16,,1,0,2024-03-06 22:48:19,0.04,94.45,판타지
248,1999,male,2024-03-13 18:54:33,,2,0,2024-06-05 07:52:28,2.25,86.95,액션
249,1989,female,2024-01-03 07:37:46,2024-07-04 02:10:12,0,1,2024-02-11 04:08:15,1.8,103.48,판타지
250,1995,male,2024-07-01 16:10:22,2024-07-02 07:32:15,0,1,2024-07-09 09:17:42,1.43,84.27,스포츠
251,1999,female,2023-02-22 02:11:03,,2,0,2023-06-12 03:21:35,3.13,102.43,액션
252,1997,male,2023-04-28 20:27:12,,0,0,2024-06-29 10:21:38,3.25,120.69,멜로
253,1989,female,2023-03-06 04:36:50,,1,0,2023-04-20 19:32:25,1.45,165.08,스릴러
254,1988,male,2022-12-11 17:54:01,,1,0,2023-07-07 00:30:26,2.0,71.05,코미디
255,1997,male,2024-03-24 08:04:50,,2,0,2024-06-02 10:55:46,2.94,75.05,스포츠
256,2000,male,2022-07-29 09:07:17,2024-01-04 17:45:36,2,1,2023-11-05 17:58:56,2.0,28.64,범죄
257,1989,female,2022-10-21 17:57:25,,2,0,2024-02-20 11:00:48,3.05,85.55,SF
258,1993,female,2022-07-16 22:26:57,2023-11-15 18:11:05,2,1,2022-08-10 13:34:25,0.5,95.23,음악
259,1993,male,2023-12-11 18:41:53,2024-02-23 00:41:56,0,1,2024-04-25 15:08:37,0.35,58.59,스포츠
260,1997,male,2024-03-11 10:07:56,2024-06-23 16:14:18,1,1,2024-06-05 02:44:15,1.02,118.31,스릴러
261,1991,female,2022-09-14 04:27:25,,1,0,2023-12-15 04:03:36,2.38,74.27,스포츠
262,1989,male,2022-10-26 22:31:30,2023-06-16 20:41:16,2,1,2024-05-01 07:58:07,0.52,74.17,전쟁
263,1992,female,2024-01-21 08:24:09,,1,0,2024-03-26 01:52:45,0.14,92.21,액션
264,1989,female,2024-05-07 00:09:52,,1,0,2024-05-20 23:12:31,3.0,87.02,액션
265,1988,female,2023-04-29 13:49:18,2023-09-07 10:48:03,1,1,2024-01-12 11:53:16,3.08,98.11,뮤지컬
266,1997,male,2022-10-08 03:54:32,2023-01-03 15:32:34,0,1,2022-11-24 11:37:52,2.06,100.06,스릴러
267,1992,female,2023-01-11 14:44:04,,2,0,2023-05-12 23:53:39,1.41,141.91,액션
268,1991,male,2024-04-25 15:25:15,,1,0,2024-07-04 06:43:06,0.86,88.69,스포츠
269,1997,male,2022-12-31 16:11:14,,1,0,2023-03-31 08:16:04,4.39,100.11,음악
270,1996,female,2022-12-18 00:17:04,2023-03-02 01:58:46,1,1,2023-04-30 05:49:07,2.85,78.46,전쟁
271,1999,male,2023-08-14 13:01:03,,0,0,2024-04-03 18:35:22,3.35,70.94,액션
272,2001,female,2022-09-04 15:07:32,,0,0,2023-06-03 22:04:38,3.18,84.91,음악
273,1996,male,2023-07-27 21:55:48,,2,0,2023-11-21 07:06:17,1.81,91.27,SF
274,1999,male,2022-11-08 21:10:33,,1,0,2023-08-27 21:15:56,0.93,35.03,SF
275,1997,female,2023-03-16 06:30:19,,1,0,2023-09-08 22:52:37,2.92,108.91,SF
276,2000,male,2023-10-14 23:31:23,2024-02-12 05:59:48,2,1,2024-01-23 09:49:54,2.79,130.8,액션
277,1992,female,2023-05-25 08:56:00,2023-11-07 09:42:04,1,1,2024-02-06 12:02:36,3.41,99.68,범죄
278,1991,female,2023-03-23 19:23:56,2023-08-28 21:09:26,2,1,2023-11-24 07:07:38,4.85,122.33,코미디
279,2001,female,2024-05-08 00:00:19,2024-05-16 18:55:41,0,1,2024-05-30 01:44:18,0.78,133.17,스릴러
280,2001,female,2023-04-13 06:10:33,2023-04-18 13:32:39,1,1,2024-05-17 14:56:07,2.8,85.72,SF
281,1992,female,2024-03-31 09:41:16,2024-06-28 23:17:56,2,1,2024-05-01 12:16:10,3.48,137.39,스포츠
282,1989,female,2023-02-26 00:59:51,,2,0,2023-10-07 06:11:52,3.58,66.49,SF
283,1988,male,2024-05-21 19:33:31,2024-06-29 15:08:13,2,1,2024-06-04 14:25:11,2.67,60.91,스릴러
284,2002,male,2024-02-26 09:23:27,2024-05-12 00:10:39,2,1,2024-04-13 10:30:41,0.04,44.35,스릴러
285,1994,male,2023-03-28 16:36:18,2024-01-23 10:24:51,0,1,2023-06-18 17:59:05,2.36,84.07,액션
286,2001,female,2022-09-26 14:30:38,2023-01-31 05:59:03,2,1,2024-02-06 09:54:10,2.68,87.79,스포츠
287,1991,male,2023-02-21 23:41:53,2023-08-24 23:24:35,2,1,2023-12-09 02:30:50,2.03,89.51,스포츠
288,2000,female,2022-08-17 06:35:35,,2,0,2022-10-24 01:12:47,3.68,94.97,스릴러
289,1990,female,2024-07-02 01:24:26,2024-07-05 23:46:33,0,1,2024-07-02 01:31:52,2.93,94.57,멜로
290,1993,male,2024-01-25 07:21:56,2024-06-13 03:11:11,2,1,2024-04-27 08:21:42,3.34,143.99,스릴러
291,1988,female,2023-12-09 07:03:06,2024-03-24 10:39:07,1,1,2024-05-18 13:25:34,3.85,71.41,스릴러
292,1994,male,2023-07-06 16:22:29,,0,0,2023-08-30 09:32:12,2.16,107.32,멜로
293,1990,male,2023-09-16 06:36:09,2023-12-04 18:56:44,0,1,2024-06-09 14:53:18,2.53,39.13,음악
294,2000,male,2024-01-23 03:48:00,,0,0,2024-06-07 19:46:01,2.93,130.75,코미디
295,2002,male,2023-08-04 06:14:28,2023-11-05 17:44:34,2,1,2024-02-25 09:12:22,1.37,73.66,전쟁
296,1999,female,2023-12-06 14:56:57,2024-05-28 16:48:18,2,1,2024-02-29 23:23:05,1.98,96.6,음악
297,1998,female,2024-04-29 14:48:29,,0,0,2024-05-25 19:32:49,0.87,149.04,액션
298,1991,female,2022-11-08 20:28:02,,2,0,2023-03-04 06:02:19,3.45,87.39,SF
299,1999,female,2023-10-03 16:08:13,,2,0,2024-07-07 23:46:49,2.72,113.83,코미디
300,2000,female,2024-02-18 07:51:02,,0,0,2024-06-21 15:06:33,1.51,95.94,액션
301,1996,male,2022-11-19 16:26:50,,1,0,2024-02-08 17:22:24,2.57,115.7,음악
302,2000,female,2023-10-24 00:39:55,,2,0,2024-06-17 08:21:10,3.07,66.39,음악
303,1992,male,2023-04-11 09:14:48,2023-06-05 12:33:19,1,1,2024-01-06 18:55:02,1.83,75.54,SF
304,1997,female,2023-05-12 02:10:16,,1,0,2023-05-17 21:03:27,2.26,87.64,스포츠
305,2000,female,2022-12-17 11:51:26,,1,0,2023-11-22 23:47:18,1.79,73.29,스포츠
306,2002,male,2024-03-15 01:35:02,2024-03-23 23:51:11,2,1,2024-06-07 04:02:20,3.08,112.92,스릴러
307,1989,male,2023-09-22 08:39:36,,1,0,2024-02-22 02:39:19,2.09,68.64,전쟁
308,2000,male,2023-04-17 18:43:53,2023-07-05 18:44:13,2,1,2024-06-19 07:27:13,2.49,75.51,스릴러
309,1989,female,2024-04-13 00:31:18,,1,0,2024-05-15 21:12:24,2.45,129.81,음악
310,2001,female,2023-05-06 12:04:12,2023-12-30 20:53:15,0,1,2024-06-17 04:09:23,1.75,123.07,스릴러
311,2000,female,2023-05-03 05:16:44,,1,0,2023-05-10 09:30:43,2.92,135.06,SF
312,1992,male,2023-08-26 21:26:34,,1,0,2024-05-12 17:28:04,2.54,56.33,스릴러
313,2002,female,2022-12-21 05:23:26,,2,0,2023-10-09 19:52:28,2.78,82.35,멜로
314,1992,male,2024-01-24 06:47:38,2024-04-23 22:30:26,2,1,2024-04-28 13:35:59,2.79,30.32,SF
315,1993,male,2024-02-27 15:53:04,,2,0,2024-04-01 14:39:46,2.52,112.74,음악
316,1996,male,2023-09-25 18:43:09,2024-06-10 13:43:00,1,1,2024-03-18 13:53:39,2.94,152.01,판타지
317,1996,female,2023-07-17 22:48:34,2024-03-04 10:22:53,1,1,2024-03-10 16:43:14,4.15,100.39,액션
318,1989,male,2023-10-28 15:38:14,2024-04-25 00:15:08,0,1,2023-10-31 01:06:18,2.96,137.6,범죄
319,1991,female,2023-11-01 04:08:04,,2,0,2023-12-01 15:58:31,2.18,83.81,범죄
320,1994,male,2023-03-27 15:16:20,2024-05-02 23:10:01,2,1,2024-07-09 21:06:11,3.38,94.9,범죄
321,1991,male,2024-05-23 20:45:14,2024-06-12 17:58:17,0,1,2024-06-12 06:06:35,2.21,176.99,판타지
322,1990,female,2024-05-10 13:11:14,2024-07-02 15:56:50,1,1,2024-05-24 10:43:22,3.11,107.09,음악
323,2002,female,2024-02-02 05:54:41,2024-05-04 15:14:47,2,1,2024-03-15 00:45:45,3.32,87.91,스릴러
324,1996,female,2023-09-16 17:38:20,,2,0,2023-12-14 18:28:17,2.83,71.86,액션
325,1999,male,2024-01-25 23:29:38,2024-05-31 22:48:53,2,1,2024-05-30 10:13:02,1.31,94.07,액션
326,1997,female,2022-09-05 21:54:17,,0,0,2023-01-10 20:20:41,2.51,97.22,전쟁
327,1996,male,2023-08-30 06:52:02,,0,0,2024-01-19 05:38:00,2.31,88.43,SF
328,1996,male,2023-03-17 04:37:35,,0,0,2023-11-21 19:58:14,2.94,92.31,스릴러
329,1998,male,2023-07-23 09:10:07,2024-05-10 02:03:33,2,1,2023-09-22 23:23:21,1.55,101.61,SF
330,1997,male,2024-03-30 01:13:15,2024-05-18 07:09:34,1,1,2024-04-08 01:24:59,4.33,74.37,범죄
331,1998,female,2024-05-29 19:47:19,2024-06-23 08:16:12,0,1,2024-06-07 08:32:56,2.08,38.04,범죄
332,2001,female,2024-04-19 00:23:25,2024-05-06 05:47:36,0,1,2024-05-19 04:51:57,3.54,96.79,멜로
333,2000,male,2023-06-26 20:13:53,,0,0,2023-08-22 06:56:55,2.44,90.34,스포츠
334,1991,male,2023-03-07 21:45:20,2023-11-02 08:09:33,2,1,2023-12-17 06:07:08,3.03,139.3,SF
335,1995,male,2024-03-20 09:16:00,2024-06-04 18:10:37,1,1,2024-06-03 11:12:46,2.26,160.81,전쟁
336,1988,male,2023-11-25 12:01:35,2024-01-13 07:21:51,1,1,2024-05-08 08:08:17,1.66,74.11,SF
337,1999,male,2023-03-17 18:03:25,2024-07-08 22:10:37,2,1,2024-04-11 05:38:53,1.75,131.2,전쟁
338,1995,male,2023-06-25 02:02:54,,0,0,2024-01-30 03:40:35,2.99,104.43,음악
339,2002,female,2022-11-28 11:35:02,2024-03-31 12:29:04,0,1,2023-03-17 03:33:42,5.34,146.09,SF
340,1992,male,2024-06-11 11:18:54,2024-06-17 23:20:31,1,1,2024-06-14 17:02:36,1.64,93.5,코미디
341,1994,female,2022-08-26 21:47:31,,0,0,2023-09-02 06:01:58,2.6,133.81,음악
342,1995,female,2023-05-19 09:45:59,,2,0,2023-07-23 14:34:23,2.24,56.72,음악
343,1989,male,2022-08-04 06:32:45,2024-06-19 07:24:24,1,1,2023-12-25 11:06:24,1.91,110.56,코미디
344,1996,male,2023-06-04 20:05:28,2023-10-09 18:17:45,2,1,2024-05-19 01:47:34,3.77,72.88,스릴러
345,1998,female,2023-05-12 23:54:53,2024-07-05 00:18:48,0,1,2024-02-21 04:15:35,3.5,57.53,SF
346,1995,female,2023-03-02 07:35:01,,0,0,2023-03-17 00:42:23,2.27,40.58,뮤지컬
347,1998,male,2023-04-09 17:46:40,2024-01-07 10:25:06,0,1,2023-09-01 21:52:38,5.26,92.92,액션
348,2002,male,2023-06-19 05:02:33,2023-07-26 11:24:31,2,1,2024-05-15 13:30:40,2.81,101.29,판타지
349,1989,female,2023-05-27 08:34:09,,0,0,2024-02-07 21:09:19,1.03,94.32,전쟁
350,1995,male,2023-08-25 06:28:13,,0,0,2023-09-04 00:35:06,3.5,83.24,범죄
351,1991,male,2024-03-20 08:59:29,2024-06-07 18:58:13,0,1,2024-03-26 19:07:15,3.11,175.62,SF
352,1999,female,2023-12-08 02:51:09,2023-12-27 03:07:56,0,1,2024-03-10 14:32:21,2.62,114.0,멜로
353,2001,female,2023-12-28 21:53:56,,1,0,2024-03-04 03:43:46,1.66,102.83,뮤지컬
354,1995,female,2024-03-20 20:13:53,,2,0,2024-06-25 03:38:18,2.73,106.73,SF
355,2000,female,2022-08-23 15:30:17,2023-05-07 15:04:38,0,1,2024-05-09 12:50:52,1.67,125.03,스릴러
356,1999,male,2023-10-29 08:18:02,2024-06-04 11:33:42,0,1,2023-12-23 15:16:40,2.4,93.37,판타지
357,1998,female,2023-12-07 03:55:29,2024-01-25 12:27:53,0,1,2024-02-05 23:33:55,2.51,102.89,스릴러
358,1992,male,2024-05-26 17:55:41,2024-05-30 13:54:13,0,1,2024-07-05 23:51:09,2.79,140.96,스포츠
359,1996,male,2023-04-29 16:48:41,2024-02-22 20:33:00,2,1,2024-06-10 13:22:43,0.57,74.72,SF
360,2002,male,2023-01-06 17:58:05,,2,0,2023-06-19 19:44:11,3.99,89.72,판타지
361,1991,male,2023-01-03 04:31:02,,0,0,2023-03-23 12:12:14,2.65,136.56,SF
362,2001,female,2022-11-04 07:54:09,,0,0,2024-04-02 02:46:09,1.68,71.78,코미디
363,1998,male,2023-07-26 22:16:15,2023-12-09 06:06:18,1,1,2024-03-27 06:15:34,1.4,98.6,SF
364,2002,female,2023-08-12 12:48:51,,0,0,2023-12-04 20:30:02,3.72,93.92,스릴러
365,1996,female,2024-01-07 20:25:30,,0,0,2024-04-06 02:39:26,3.68,98.27,스포츠
366,1989,male,2022-07-13 07:39:59,,1,0,2023-04-01 05:16:43,1.44,136.02,액션
367,1990,male,2024-01-01 17:36:14,2024-01-29 22:05:20,1,1,2024-02-04 08:08:14,2.35,78.72,음악
368,2002,female,2023-11-13 22:12:08,2023-12-28 19:08:02,0,1,2024-06-10 23:55:29,1.55,75.76,범죄
369,1988,female,2024-03-17 02:24:26,,1,0,2024-05-30 15:01:54,4.08,103.75,음악
370,1993,male,2023-10-27 03:38:04,2024-04-30 10:28:48,1,1,2024-01-19 15:07:19,0.42,101.08,스릴러
371,1996,female,2023-05-14 13:59:06,,0,0,2024-05-10 22:18:00,0.97,94.15,액션
372,1989,female,2023-12-17 02:05:48,,2,0,2024-05-24 08:58:10,1.9,158.97,코미디
373,1999,female,2023-02-02 13:07:09,2023-09-14 04:40:20,1,1,2023-04-28 09:50:27,2.12,109.01,코미디
374,1993,female,2024-06-17 22:04:53,,1,0,2024-06-22 19:47:25,2.54,92.6,스포츠
375,2000,female,2023-06-18 04:04:43,2024-04-24 18:07:55,0,1,2023-12-20 09:15:49,1.81,128.57,스포츠
376,2002,male,2023-05-19 10:27:42,,0,0,2023-10-29 08:09:01,2.0,73.22,전쟁
377,1988,female,2023-12-29 14:54:01,2024-07-03 14:37:00,0,1,2024-04-03 06:00:35,2.55,31.78,뮤지컬
378,2000,male,2022-09-10 22:08:16,2023-07-05 22:11:23,0,1,2024-07-01 05:09:32,2.14,77.05,스포츠
379,1990,male,2024-02-28 13:14:08,2024-05-22 15:18:39,1,1,2024-07-03 10:24:09,2.26,97.29,뮤지컬
380,2002,male,2022-12-10 06:46:26,,1,0,2024-04-27 14:58:01,2.67,80.07,스릴러
381,1999,female,2024-06-02 23:20:39,,2,0,2024-06-18 19:28:00,2.78,70.62,음악
382,1988,male,2024-01-14 19:27:51,,2,0,2024-05-13 03:24:20,2.14,163.52,멜로
383,1994,male,2023-04-08 10:14:43,2023-10-04 12:34:56,0,1,2023-06-09 10:41:35,2.8,117.49,멜로
384,1989,female,2023-09-06 02:50:27,2024-01-07 01:14:30,0,1,2024-01-09 12:59:23,0.78,62.61,멜로
385,1997,female,2023-09-12 18:10:28,2023-09-28 18:37:28,2,1,2024-04-26 07:47:37,2.47,109.71,판타지
386,1993,male,2022-08-10 11:32:59,,2,0,2023-06-17 21:23:21,3.15,86.52,판타지
387,1988,male,2023-11-15 03:39:22,2024-06-08 15:47:44,1,1,2024-05-21 23:28:53,0.03,154.16,뮤지컬
388,1999,female,2024-05-17 23:42:10,2024-05-29 06:49:02,0,1,2024-07-05 12:12:44,1.02,135.28,전쟁
389,1999,male,2024-01-09 02:08:57,,1,0,2024-04-09 05:38:14,2.64,105.16,코미디
390,1995,female,2023-07-16 04:44:16,2023-08-12 18:22:17,0,1,2024-02-13 23:22:44,1.82,108.72,전쟁
391,1993,male,2023-08-03 19:20:21,,2,0,2024-04-02 04:17:10,3.67,94.95,멜로
392,1997,female,2023-11-16 07:51:06,2024-03-19 04:06:36,1,1,2023-12-27 04:51:16,2.34,57.76,범죄
393,1991,male,2023-07-11 20:44:48,,0,0,2023-08-22 09:23:47,2.17,139.93,판타지
394,1997,female,2023-05-15 11:10:51,2024-04-07 19:48:54,0,1,2024-01-26 03:43:56,2.79,74.68,멜로
395,1992,female,2022-09-12 04:28:44,2023-07-09 06:39:00,0,1,2023-05-28 05:19:19,3.56,133.77,SF
396,1989,male,2023-01-23 17:25:53,,0,0,2023-01-25 11:10:03,3.17,91.81,스포츠
397,1988,female,2024-05-02 00:25:59,2024-06-06 19:24:46,2,1,2024-06-09 07:24:47,2.74,131.91,액션
398,1991,male,2022-12-14 10:32:21,,1,0,2023-11-22 17:58:20,2.49,93.96,코미디
399,1989,female,2022-12-21 02:31:45,,2,0,2023-04-06 07:45:16,4.21,92.54,전쟁
400,1995,male,2024-01-07 07:14:36,,0,0,2024-06-30 12:22:10,1.58,86.19,멜로
401,1990,female,2022-09-06 07:23:44,,2,0,2023-02-17 00:14:02,3.69,134.26,액션
402,1990,male,2022-09-10 13:52:53,,0,0,2023-09-16 22:57:17,1.5,77.82,코미디
403,2000,female,2023-11-19 15:27:25,2024-04-29 14:55:06,2,1,2024-07-10 03:09:16,3.33,79.87,뮤지컬
404,1993,male,2024-04-26 17:54:47,,2,0,2024-05-31 05:25:28,1.2,72.63,판타지
405,1994,female,2023-06-19 05:15:08,,0,0,2023-09-04 23:44:02,1.54,118.8,SF
406,1995,male,2023-08-10 18:16:55,2023-08-30 01:00:20,1,1,2024-03-26 11:16:33,2.22,79.71,스릴러
407,1993,female,2024-05-13 18:48:19,2024-05-26 07:56:55,1,1,2024-06-26 23:22:41,4.78,103.69,전쟁
408,1997,female,2022-12-30 12:29:44,2023-04-21 03:08:40,2,1,2023-08-01 07:29:31,4.51,80.64,전쟁
409,1997,male,2023-11-30 23:22:00,,2,0,2024-01-03 22:32:32,4.33,83.53,스릴러
410,1994,male,2024-01-01 13:55:01,2024-03-12 06:44:43,1,1,2024-06-06 12:45:15,1.13,150.31,멜로
411,1993,female,2023-12-13 22:21:25,2024-05-23 23:57:29,2,1,2024-02-04 16:54:16,4.02,65.76,음악
412,1998,female,2022-10-19 12:35:59,,1,0,2024-06-19 08:02:47,2.86,95.24,멜로
413,1995,male,2023-06-06 17:18:47,2023-06-16 03:50:24,2,1,2024-02-20 23:24:11,2.17,38.47,스포츠
414,1994,male,2023-04-08 21:03:40,2024-06-15 17:05:03,1,1,2023-12-18 17:19:34,1.59,123.04,스포츠
415,1994,female,2022-10-07 13:06:58,2023-03-10 10:39:56,2,1,2022-11-11 19:43:19,1.99,91.72,음악
416,1988,male,2024-05-07 12:01:02,,2,0,2024-06-21 16:58:03,2.72,88.68,액션
417,1993,male,2024-06-03 09:54:39,2024-07-06 00:54:03,0,1,2024-07-01 20:11:59,2.81,58.03,범죄
418,2002,female,2022-12-23 16:11:19,,1,0,2023-02-14 13:17:31,3.49,83.29,SF
419,1988,female,2023-08-11 10:20:35,,1,0,2024-05-22 17:37:11,2.14,125.16,코미디
420,1990,male,2023-11-30 19:20:05,2023-12-23 02:44:10,0,1,2024-02-26 23:01:30,2.67,157.71,판타지
421,2001,male,2022-09-29 22:40:33,2023-12-20 03:23:23,2,1,2023-01-20 14:57:07,1.16,32.93,스릴러
422,2002,female,2022-10-15 19:17:32,,0,0,2024-07-04 09:57:38,2.42,128.54,코미디
423,1990,female,2024-02-15 20:35:40,,1,0,2024-06-28 01:38:23,2.82,89.79,SF
424,1999,male,2023-05-05 01:14:21,2023-10-22 01:38:33,2,1,2024-03-22 11:53:23,2.17,142.31,멜로
425,1997,male,2022-10-01 19:48:04,,0,0,2023-03-03 10:21:55,3.86,109.8,액션
426,1997,male,2023-08-16 22:34:59,,2,0,2023-11-04 18:30:31,3.16,134.74,음악
427,2000,female,2022-12-21 22:42:55,,0,0,2023-03-18 17:56:07,1.87,79.96,멜로
428,1996,female,2023-06-03 03:24:04,,0,0,2024-04-22 23:44:54,3.46,41.92,코미디
429,1995,male,2022-09-02 00:33:27,,0,0,2023-09-05 23:31:47,2.3,153.62,SF
430,1998,female,2023-02-10 15:46:06,2023-09-14 18:39:55,2,1,2024-04-06 10:00:46,1.94,82.2,SF
431,1998,female,2023-06-29 23:56:13,2023-10-17 16:30:45,1,1,2023-10-06 20:41:45,2.72,80.32,범죄
432,1998,female,2022-10-22 22:30:13,,2,0,2023-12-17 03:44:27,2.02,40.61,멜로
433,1990,female,2023-07-31 22:48:18,2023-11-10 13:40:27,1,1,2024-05-27 16:59:17,3.06,54.29,음악
434,2001,male,2022-09-28 19:08:07,,0,0,2024-03-27 00:54:20,1.96,91.95,음악
435,1988,male,2023-03-06 06:34:09,2023-05-24 00:37:41,1,1,2024-03-06 04:22:45,3.08,116.71,전쟁
436,1995,female,2022-09-29 03:03:51,,0,0,2023-07-09 09:21:00,2.21,112.12,스포츠
437,1996,female,2024-04-16 13:55:38,2024-07-07 04:04:18,1,1,2024-06-12 19:11:06,1.39,120.31,스릴러
438,1989,female,2024-04-20 07:54:38,,2,0,2024-05-12 19:38:54,3.18,126.43,코미디
439,1988,female,2024-04-09 15:08:10,,2,0,2024-04-24 02:55:48,2.67,80.08,전쟁
440,1988,female,2022-08-14 09:11:59,2023-10-24 10:45:27,1,1,2023-09-16 18:47:32,3.8,96.36,코미디
441,1989,female,2024-06-20 08:51:19,,2,0,2024-06-23 11:58:22,2.2,102.05,코미디
442,1997,female,2024-07-07 08:45:30,2024-07-09 18:26:35,0,1,2024-07-07 17:15:20,2.29,69.1,스릴러
443,1994,female,2023-10-22 11:39:59,2024-02-24 17:01:12,2,1,2024-01-13 02:35:25,1.61,121.77,액션
444,1996,male,2023-04-26 15:29:43,,0,0,2024-02-03 17:02:26,3.44,71.37,스포츠
445,1989,female,2022-08-11 16:59:47,,0,0,2022-09-10 05:25:31,3.26,91.41,멜로
446,1992,male,2024-03-22 22:20:05,2024-06-24 02:09:09,0,1,2024-04-18 01:32:30,0.95,87.41,코미디
447,1992,female,2023-09-21 22:45:27,,2,0,2023-12-30 18:05:24,2.45,116.24,스릴러
448,1988,female,2022-08-18 22:24:25,2023-01-15 10:15:16,2,1,2023-06-11 17:11:55,2.68,126.43,스포츠
449,1996,female,2024-06-25 00:21:48,2024-07-09 02:05:02,2,1,2024-07-03 20:28:28,1.09,107.72,액션
450,1989,male,2023-03-27 14:36:46,,0,0,2024-06-06 10:58:22,4.48,80.29,범죄
451,1996,female,2023-06-19 15:34:00,,0,0,2023-11-01 10:51:32,1.93,106.14,범죄
452,1998,male,2024-03-09 23:50:55,,2,0,2024-05-22 09:13:02,4.97,106.8,판타지
453,2000,female,2024-04-08 08:14:38,,2,0,2024-05-18 12:56:22,1.44,123.23,코미디
454,2002,female,2024-05-27 13:58:46,,1,0,2024-06-24 13:03:24,3.58,79.39,스릴러
455,2002,male,2024-05-29 06:36:14,,1,0,2024-06-14 08:24:47,1.58,106.88,뮤지컬
456,1988,female,2023-06-13 05:42:13,,1,0,2023-10-12 06:50:34,2.64,143.79,판타지
457,1990,female,2022-07-17 18:39:00,2024-03-10 17:35:12,1,1,2023-04-29 21:11:28,2.28,144.97,음악
458,1998,female,2024-03-17 14:06:15,2024-04-28 21:25:07,2,1,2024-05-04 15:34:35,2.35,93.13,전쟁
459,2001,female,2023-04-10 09:17:34,,1,0,2023-08-12 08:09:16,3.59,109.02,음악
460,1994,female,2023-09-11 11:27:24,2023-12-29 21:45:11,2,1,2024-01-03 14:03:41,3.44,68.42,판타지
461,1996,female,2023-12-09 21:03:32,2024-04-14 05:24:48,0,1,2024-03-03 06:15:35,2.63,47.57,판타지
462,1997,male,2022-10-28 17:55:29,2024-03-22 19:02:56,1,1,2024-02-29 21:19:18,1.42,53.23,범죄
463,2000,male,2024-02-24 08:55:50,2024-05-22 12:06:45,2,1,2024-03-01 13:07:25,2.06,44.05,스릴러
464,1997,male,2022-08-10 03:51:19,2023-05-16 21:39:07,1,1,2023-12-04 04:24:45,2.62,61.25,액션
465,1998,female,2023-04-22 19:22:54,2023-09-08 15:42:53,0,1,2023-06-05 00:36:09,3.69,84.08,범죄
466,1990,female,2024-07-04 18:18:26,,1,0,2024-07-06 23:20:42,2.4,53.07,뮤지컬
467,1997,male,2023-03-02 03:29:58,,1,0,2023-12-18 07:59:55,2.0,119.27,코미디
468,2002,female,2023-06-06 23:31:36,2023-10-18 00:44:52,2,1,2023-08-15 23:42:02,2.28,102.43,멜로
469,2001,male,2024-03-21 14:34:18,,2,0,2024-06-29 21:41:46,1.96,120.94,뮤지컬
470,1991,male,2024-02-09 17:08:41,2024-02-17 03:41:42,2,1,2024-05-20 07:31:06,2.74,71.68,코미디
471,2001,male,2023-08-03 20:52:46,,1,0,2024-01-03 21:27:30,2.09,81.81,전쟁
472,2000,male,2023-09-21 05:51:50,,0,0,2024-06-06 22:36:39,1.8,81.4,음악
473,1992,male,2023-01-02 13:06:26,2023-03-14 09:43:01,2,1,2023-11-05 10:48:44,3.3,82.0,SF
474,1992,male,2022-11-01 03:11:22,,1,0,2024-06-26 11:57:17,3.39,27.85,뮤지컬
475,1997,female,2022-07-12 19:47:51,,1,0,2024-05-14 22:49:20,3.95,80.75,액션
476,1995,male,2024-05-14 09:25:00,,0,0,2024-06-02 07:03:48,3.06,75.81,스릴러
477,1991,female,2023-03-25 13:46:42,,1,0,2024-01-31 03:30:12,3.64,81.67,스릴러
478,1999,female,2024-03-16 16:45:55,2024-07-05 06:58:50,1,1,2024-05-31 18:50:03,2.42,113.78,SF
479,1994,female,2022-12-05 20:27:37,,2,0,2023-05-24 21:35:39,2.49,105.4,멜로
480,1995,male,2024-06-24 07:18:32,2024-06-25 21:59:23,1,1,2024-06-25 12:22:24,2.08,72.55,뮤지컬
481,1997,male,2023-05-18 16:31:20,2024-03-27 12:11:08,2,1,2024-02-03 06:21:10,3.26,104.1,SF
482,2002,male,2024-03-04 18:29:21,2024-03-09 03:56:15,0,1,2024-04-12 22:54:33,2.12,55.45,전쟁
483,1997,male,2023-10-12 03:47:44,2024-04-15 15:11:10,2,1,2023-12-25 11:18:27,2.37,108.99,음악
484,1991,male,2022-09-07 16:31:25,,2,0,2023-03-13 07:39:54,3.0,85.76,전쟁
485,1998,female,2022-07-19 13:45:23,2024-01-17 19:32:48,2,1,2024-04-06 18:21:12,1.09,159.08,전쟁
486,1988,female,2023-04-12 11:24:32,2023-09-24 23:40:42,0,1,2023-08-22 19:08:29,1.95,62.71,뮤지컬
487,1997,male,2022-07-16 13:27:21,,1,0,2024-02-29 07:04:03,2.16,103.61,스릴러
488,2001,female,2022-12-05 01:02:32,,0,0,2023-09-07 06:36:15,2.22,112.62,액션
489,1997,female,2023-04-17 13:43:46,,0,0,2023-09-18 04:51:19,2.91,86.59,뮤지컬
490,1995,male,2024-03-16 01:20:27,,2,0,2024-04-19 02:11:22,2.36,66.04,음악
491,1989,female,2023-06-11 14:18:11,,0,0,2024-01-06 17:47:51,2.24,61.82,코미디
492,2001,male,2023-05-15 03:01:32,2024-04-09 10:34:55,0,1,2024-06-16 16:43:10,2.36,115.37,뮤지컬
493,1990,female,2022-10-02 00:17:45,2023-11-24 20:13:47,2,1,2024-05-26 11:56:53,3.83,98.82,음악
