order_id,user_id,order_date,food_id,food_price,drink_id,drink_price,food_quantity,drink_quantity,total_purchase_amount,age,gender
3565,156,2023-01-04 07:53:13,10,28000,13,11000,5,10,250000,1992,male
3566,156,2023-01-27 07:49:13,12,30000,13,11000,4,8,208000,1992,male
3567,156,2023-02-03 00:38:13,10,28000,5,7000,10,10,350000,1992,male
3568,156,2023-03-05 11:43:13,11,29000,12,10500,3,12,213000,1992,male
3569,156,2023-03-18 02:13:13,10,28000,6,7500,10,9,347500,1992,male
3570,156,2023-04-08 12:41:13,5,22000,3,6000,9,1,204000,1992,male
3571,156,2023-04-15 00:23:13,6,25000,8,8500,4,14,219000,1992,male
3572,156,2023-05-12 01:44:13,5,22000,9,9000,6,11,231000,1992,male
3573,156,2023-05-17 00:50:13,10,28000,6,7500,9,5,289500,1992,male
3574,156,2023-06-14 14:49:13,5,22000,2,5500,8,9,225500,1992,male
3575,156,2023-06-29 14:25:13,10,28000,12,10500,7,8,280000,1992,male
3576,156,2023-07-04 04:40:13,8,26000,4,6500,8,6,247000,1992,male
3577,156,2023-07-10 16:52:13,13,31000,2,5500,7,11,277500,1992,male
3578,156,2023-07-20 02:33:13,5,22000,13,11000,8,12,308000,1992,male
3579,156,2023-08-03 17:15:13,14,32000,11,10000,10,8,400000,1992,male
3580,156,2023-08-08 14:12:13,14,32000,4,6500,14,7,493500,1992,male
3581,156,2023-08-29 03:41:13,12,30000,8,8500,14,5,462500,1992,male
3582,156,2023-08-31 01:21:13,8,26000,1,5000,7,7,217000,1992,male
3583,156,2023-09-11 15:10:13,8,26000,4,6500,9,9,292500,1992,male
3584,156,2023-10-09 03:00:13,3,20000,6,7500,6,7,172500,1992,male
3585,156,2023-11-01 20:42:13,9,27000,13,11000,8,6,282000,1992,male
3586,156,2023-11-13 23:04:13,11,29000,5,7000,4,5,151000,1992,male
3587,157,2024-06-09 23:18:00,14,32000,2,5500,8,9,305500,1999,female
3588,157,2024-07-01 06:58:00,14,32000,9,9000,5,12,268000,1999,female
3589,158,2023-07-10 04:09:52,5,22000,1,5000,6,9,177000,1993,male
3590,158,2023-08-08 04:06:52,3,20000,11,10000,10,5,250000,1993,male
3591,158,2023-08-24 05:13:52,4,23000,4,6500,10,10,295000,1993,male
3592,158,2023-09-17 16:09:52,14,32000,12,10500,7,3,255500,1993,male
3593,158,2023-10-08 12:10:52,11,29000,6,7500,6,6,219000,1993,male
3594,158,2023-10-22 15:54:52,12,30000,6,7500,8,4,270000,1993,male
3595,158,2023-11-21 20:16:52,13,31000,13,11000,13,8,491000,1993,male
3596,158,2023-12-12 15:45:52,2,21000,8,8500,5,2,122000,1993,male
3597,158,2024-01-11 21:44:52,4,23000,4,6500,5,14,206000,1993,male
3598,158,2024-02-10 18:37:52,7,24000,14,11500,9,6,285000,1993,male
3599,158,2024-02-18 10:00:52,7,24000,13,11000,6,9,243000,1993,male
3600,158,2024-02-25 17:09:52,2,21000,13,11000,9,5,244000,1993,male
3601,158,2024-02-28 04:09:52,14,32000,13,11000,6,14,346000,1993,male
3602,158,2024-03-22 15:09:52,1,23000,2,5500,9,10,262000,1993,male
3603,158,2024-04-12 01:55:52,6,25000,8,8500,10,7,309500,1993,male
3604,158,2024-04-24 10:38:52,13,31000,5,7000,10,11,387000,1993,male
3605,158,2024-04-27 05:13:52,1,23000,12,10500,6,8,222000,1993,male
3606,158,2024-05-19 21:27:52,9,27000,2,5500,13,9,400500,1993,male
3607,158,2024-05-30 23:53:52,2,21000,8,8500,4,11,177500,1993,male
3608,158,2024-06-01 12:41:52,4,23000,9,9000,10,8,302000,1993,male
3609,158,2024-06-07 09:23:52,12,30000,9,9000,1,11,129000,1993,male
3610,158,2024-06-21 09:08:52,4,23000,3,6000,10,3,248000,1993,male
3611,159,2022-08-29 17:16:52,10,28000,11,10000,8,6,284000,1999,male
3612,159,2022-09-28 03:32:52,12,30000,5,7000,7,7,259000,1999,male
3613,159,2022-10-26 21:41:52,4,23000,5,7000,5,5,150000,1999,male
3614,159,2022-11-22 06:32:52,4,23000,5,7000,6,7,187000,1999,male
3615,159,2022-11-25 10:11:52,5,22000,1,5000,7,9,199000,1999,male
3616,159,2022-12-19 05:59:52,4,23000,7,8000,11,6,301000,1999,male
3617,159,2023-01-18 09:53:52,14,32000,5,7000,13,7,465000,1999,male
3618,159,2023-02-09 15:59:52,1,23000,6,7500,6,6,183000,1999,male
3619,159,2023-03-01 07:49:52,13,31000,10,9500,5,9,240500,1999,male
3620,159,2023-03-09 00:16:52,8,26000,5,7000,2,5,87000,1999,male
3621,159,2023-03-30 07:28:52,3,20000,10,9500,9,3,208500,1999,male
3622,159,2023-04-12 22:07:52,12,30000,7,8000,2,11,148000,1999,male
3623,159,2023-04-20 08:11:52,3,20000,5,7000,5,5,135000,1999,male
3624,159,2023-05-19 22:52:52,11,29000,6,7500,9,2,276000,1999,male
3625,159,2023-06-04 04:16:52,11,29000,7,8000,9,9,333000,1999,male
3626,159,2023-06-24 13:30:52,8,26000,1,5000,8,7,243000,1999,male
3627,159,2023-07-04 09:37:52,3,20000,9,9000,7,9,221000,1999,male
3628,159,2023-07-09 21:32:52,10,28000,6,7500,7,8,256000,1999,male
3629,159,2023-07-31 10:42:52,2,21000,9,9000,7,8,219000,1999,male
3630,159,2023-08-02 01:01:52,3,20000,12,10500,7,8,224000,1999,male
3631,159,2023-08-09 02:40:52,1,23000,13,11000,12,4,320000,1999,male
3632,159,2023-09-01 11:07:52,7,24000,12,10500,14,3,367500,1999,male
3633,159,2023-09-21 22:08:52,5,22000,7,8000,9,7,254000,1999,male
3634,159,2023-09-30 16:20:52,7,24000,7,8000,13,8,376000,1999,male
3635,159,2023-10-20 14:09:52,3,20000,2,5500,10,5,227500,1999,male
3636,159,2023-11-03 18:45:52,7,24000,9,9000,8,13,309000,1999,male
3637,159,2023-11-13 17:44:52,8,26000,4,6500,12,9,370500,1999,male
3638,159,2023-11-16 07:19:52,12,30000,7,8000,7,10,290000,1999,male
3639,159,2023-12-02 06:52:52,1,23000,5,7000,8,8,240000,1999,male
3640,159,2023-12-29 00:14:52,3,20000,6,7500,2,3,62500,1999,male
3641,159,2024-01-27 11:00:52,6,25000,11,10000,6,10,250000,1999,male
3642,159,2024-02-10 15:54:52,13,31000,5,7000,4,6,166000,1999,male
3643,159,2024-03-10 13:03:52,6,25000,4,6500,6,6,189000,1999,male
3644,159,2024-03-14 02:47:52,5,22000,4,6500,9,5,230500,1999,male
3645,159,2024-03-22 12:24:52,13,31000,2,5500,9,8,323000,1999,male
3646,159,2024-04-06 17:46:52,4,23000,13,11000,4,8,180000,1999,male
3647,159,2024-04-16 08:14:52,2,21000,12,10500,4,6,147000,1999,male
3648,159,2024-05-12 05:48:52,4,23000,7,8000,6,9,210000,1999,male
3649,159,2024-05-25 23:25:52,1,23000,8,8500,11,6,304000,1999,male
3650,159,2024-05-27 19:07:52,12,30000,12,10500,7,12,336000,1999,male
3651,159,2024-06-11 10:03:52,5,22000,11,10000,8,7,246000,1999,male
3652,159,2024-06-15 15:53:52,5,22000,10,9500,10,7,286500,1999,male
3653,159,2024-07-07 03:41:52,2,21000,7,8000,14,10,374000,1999,male
3654,159,2024-07-09 10:17:52,13,31000,13,11000,9,9,378000,1999,male
3655,160,2023-03-21 09:41:54,7,24000,1,5000,5,8,160000,1998,male
3656,160,2023-03-26 18:08:54,4,23000,8,8500,5,9,191500,1998,male
3657,160,2023-04-17 13:53:54,12,30000,3,6000,9,14,354000,1998,male
3658,160,2023-05-07 15:33:54,10,28000,9,9000,5,4,176000,1998,male
3659,160,2023-05-25 07:32:54,4,23000,3,6000,7,4,185000,1998,male
3660,160,2023-06-18 07:02:54,4,23000,9,9000,10,6,284000,1998,male
3661,160,2023-07-10 05:23:54,10,28000,13,11000,6,5,223000,1998,male
3662,160,2023-08-05 01:20:54,11,29000,1,5000,11,10,369000,1998,male
3663,160,2023-08-15 00:39:54,6,25000,14,11500,3,4,121000,1998,male
3664,160,2023-09-11 16:44:54,9,27000,5,7000,8,11,293000,1998,male
3665,160,2023-10-08 20:32:54,5,22000,6,7500,9,9,265500,1998,male
3666,160,2023-10-10 02:13:54,10,28000,2,5500,5,2,151000,1998,male
3667,160,2023-11-07 16:29:54,1,23000,3,6000,6,10,198000,1998,male
3668,160,2023-12-08 04:03:54,10,28000,4,6500,7,8,248000,1998,male
3669,160,2023-12-26 00:42:54,1,23000,7,8000,4,1,100000,1998,male
3670,160,2024-01-18 03:32:54,4,23000,6,7500,2,4,76000,1998,male
3671,160,2024-02-12 16:53:54,12,30000,8,8500,10,1,308500,1998,male
3672,160,2024-03-04 03:13:54,4,23000,8,8500,8,8,252000,1998,male
3673,160,2024-03-29 00:43:54,10,28000,3,6000,5,5,170000,1998,male
3674,160,2024-04-26 21:24:54,4,23000,13,11000,7,11,282000,1998,male
3675,160,2024-04-30 22:36:54,3,20000,10,9500,6,9,205500,1998,male
3676,160,2024-05-15 20:37:54,3,20000,5,7000,7,11,217000,1998,male
3677,160,2024-06-12 18:54:54,11,29000,12,10500,7,5,255500,1998,male
3678,160,2024-06-24 09:58:54,9,27000,3,6000,13,10,411000,1998,male
3679,161,2022-08-03 15:15:31,14,32000,1,5000,6,10,242000,2001,male
3680,161,2022-08-21 10:08:31,6,25000,3,6000,6,10,210000,2001,male
3681,161,2022-09-15 16:30:31,6,25000,8,8500,6,11,243500,2001,male
3682,161,2022-09-22 00:42:31,12,30000,6,7500,5,6,195000,2001,male
3683,161,2022-10-05 18:11:31,12,30000,12,10500,5,6,213000,2001,male
3684,161,2022-10-23 06:26:31,8,26000,3,6000,4,8,152000,2001,male
3685,161,2022-11-05 12:06:31,10,28000,14,11500,9,13,401500,2001,male
3686,161,2022-12-04 05:45:31,14,32000,9,9000,3,5,141000,2001,male
3687,161,2023-01-01 03:52:31,6,25000,1,5000,3,7,110000,2001,male
3688,161,2023-01-17 00:48:31,11,29000,11,10000,10,10,390000,2001,male
3689,161,2023-01-24 10:42:31,12,30000,14,11500,8,6,309000,2001,male
3690,161,2023-01-29 20:45:31,8,26000,12,10500,12,5,364500,2001,male
3691,161,2023-02-04 11:39:31,5,22000,6,7500,14,5,345500,2001,male
3692,161,2023-03-05 21:01:31,1,23000,13,11000,6,6,204000,2001,male
3693,161,2023-03-11 05:35:31,11,29000,1,5000,11,5,344000,2001,male
3694,161,2023-04-01 12:43:31,14,32000,9,9000,7,6,278000,2001,male
3695,161,2023-04-15 01:44:31,1,23000,9,9000,5,10,205000,2001,male
3696,161,2023-05-10 10:05:31,14,32000,7,8000,5,12,256000,2001,male
3697,161,2023-05-23 21:19:31,7,24000,9,9000,9,4,252000,2001,male
3698,161,2023-06-20 04:07:31,13,31000,5,7000,7,8,273000,2001,male
3699,161,2023-07-07 06:23:31,5,22000,1,5000,7,6,184000,2001,male
3700,161,2023-08-04 10:37:31,4,23000,2,5500,4,14,169000,2001,male
3701,161,2023-08-23 11:09:31,3,20000,12,10500,4,11,195500,2001,male
3702,161,2023-09-01 04:01:31,10,28000,9,9000,6,8,240000,2001,male
3703,161,2023-09-29 07:47:31,12,30000,14,11500,10,9,403500,2001,male
3704,161,2023-10-24 19:27:31,12,30000,10,9500,11,6,387000,2001,male
3705,161,2023-11-10 02:33:31,7,24000,12,10500,10,6,303000,2001,male
3706,161,2023-12-08 00:17:31,13,31000,1,5000,7,3,232000,2001,male
3707,161,2023-12-17 08:40:31,10,28000,9,9000,3,9,165000,2001,male
3708,161,2024-01-13 18:52:31,5,22000,8,8500,7,10,239000,2001,male
3709,161,2024-01-17 12:44:31,3,20000,11,10000,5,2,120000,2001,male
3710,161,2024-01-22 19:45:31,11,29000,3,6000,4,10,176000,2001,male
3711,161,2024-02-13 16:44:31,2,21000,14,11500,6,6,195000,2001,male
3712,161,2024-02-28 16:41:31,1,23000,6,7500,7,11,243500,2001,male
3713,161,2024-03-29 02:47:31,10,28000,6,7500,4,12,202000,2001,male
3714,161,2024-04-18 09:17:31,6,25000,11,10000,6,13,280000,2001,male
3715,161,2024-04-29 17:07:31,10,28000,3,6000,12,11,402000,2001,male
3716,161,2024-05-11 05:46:31,11,29000,1,5000,5,5,170000,2001,male
3717,161,2024-05-23 04:40:31,10,28000,10,9500,5,7,206500,2001,male
3718,161,2024-05-27 14:24:31,13,31000,12,10500,9,3,310500,2001,male
3719,161,2024-06-02 16:56:31,7,24000,2,5500,12,6,321000,2001,male
3720,161,2024-06-11 10:24:31,3,20000,4,6500,1,8,72000,2001,male
3721,161,2024-06-23 08:23:31,13,31000,7,8000,9,4,311000,2001,male
3722,161,2024-07-07 23:58:31,6,25000,9,9000,4,4,136000,2001,male
3723,162,2023-05-08 23:00:36,13,31000,9,9000,8,11,347000,2000,female
3724,162,2023-05-18 09:28:36,5,22000,7,8000,6,8,196000,2000,female
3725,162,2023-06-15 12:00:36,13,31000,10,9500,11,8,417000,2000,female
3726,162,2023-07-04 13:41:36,3,20000,3,6000,6,4,144000,2000,female
3727,162,2023-07-17 13:32:36,5,22000,12,10500,5,5,162500,2000,female
3728,162,2023-08-09 20:25:36,11,29000,1,5000,9,8,301000,2000,female
3729,162,2023-08-13 10:42:36,8,26000,4,6500,6,11,227500,2000,female
3730,162,2023-08-16 22:25:36,1,23000,1,5000,7,12,221000,2000,female
3731,162,2023-08-31 23:33:36,14,32000,5,7000,7,6,266000,2000,female
3732,162,2023-09-24 11:20:36,3,20000,10,9500,8,7,226500,2000,female
3733,162,2023-09-30 02:40:36,2,21000,5,7000,14,11,371000,2000,female
3734,162,2023-10-06 04:25:36,4,23000,10,9500,8,3,212500,2000,female
3735,162,2023-10-21 16:03:36,12,30000,10,9500,8,9,325500,2000,female
3736,162,2023-11-17 06:50:36,4,23000,5,7000,12,10,346000,2000,female
3737,162,2023-11-29 11:33:36,7,24000,3,6000,7,5,198000,2000,female
3738,162,2023-12-11 09:04:36,2,21000,13,11000,5,6,171000,2000,female
3739,162,2023-12-28 19:22:36,11,29000,8,8500,6,7,233500,2000,female
3740,162,2024-01-03 22:39:36,5,22000,3,6000,6,9,186000,2000,female
3741,162,2024-01-13 11:56:36,13,31000,10,9500,10,11,414500,2000,female
3742,162,2024-01-18 04:59:36,7,24000,9,9000,13,7,375000,2000,female
3743,162,2024-02-03 14:10:36,6,25000,5,7000,8,7,249000,2000,female
3744,162,2024-02-19 06:37:36,6,25000,6,7500,7,7,227500,2000,female
3745,162,2024-03-09 01:02:36,4,23000,9,9000,4,4,128000,2000,female
3746,162,2024-04-02 04:20:36,10,28000,4,6500,10,12,358000,2000,female
3747,162,2024-04-17 15:02:36,13,31000,9,9000,8,5,293000,2000,female
3748,162,2024-05-01 23:36:36,12,30000,12,10500,6,3,211500,2000,female
3749,162,2024-05-15 15:14:36,13,31000,8,8500,9,4,313000,2000,female
3750,162,2024-06-11 18:44:36,8,26000,12,10500,8,12,334000,2000,female
3751,162,2024-06-23 19:28:36,9,27000,3,6000,7,6,225000,2000,female
3752,163,2022-10-02 21:08:48,13,31000,5,7000,6,9,249000,2002,female
3753,163,2022-10-12 13:46:48,5,22000,9,9000,8,5,221000,2002,female
3754,163,2022-10-22 08:37:48,7,24000,13,11000,9,9,315000,2002,female
3755,163,2022-11-07 16:45:48,6,25000,2,5500,3,9,124500,2002,female
3756,163,2022-11-30 10:02:48,7,24000,11,10000,8,4,232000,2002,female
3757,163,2022-12-30 23:05:48,12,30000,13,11000,6,10,290000,2002,female
3758,163,2023-01-07 08:33:48,1,23000,8,8500,8,9,260500,2002,female
3759,163,2023-01-14 00:23:48,6,25000,11,10000,9,6,285000,2002,female
3760,163,2023-01-29 11:34:48,13,31000,9,9000,7,6,271000,2002,female
3761,163,2023-02-04 18:03:48,8,26000,3,6000,6,9,210000,2002,female
3762,163,2023-02-28 19:47:48,10,28000,4,6500,2,5,88500,2002,female
3763,163,2023-03-28 08:21:48,11,29000,9,9000,5,6,199000,2002,female
3764,163,2023-04-13 18:01:48,12,30000,9,9000,7,6,264000,2002,female
3765,163,2023-05-04 11:27:48,11,29000,14,11500,5,6,214000,2002,female
3766,163,2023-05-18 02:30:48,2,21000,4,6500,4,6,123000,2002,female
3767,163,2023-06-05 13:57:48,5,22000,8,8500,6,9,208500,2002,female
3768,163,2023-06-19 19:35:48,9,27000,9,9000,8,10,306000,2002,female
3769,163,2023-07-09 12:05:48,14,32000,9,9000,9,9,369000,2002,female
3770,163,2023-07-21 06:28:48,13,31000,11,10000,10,5,360000,2002,female
3771,163,2023-07-30 22:45:48,14,32000,9,9000,7,2,242000,2002,female
3772,163,2023-08-05 15:14:48,10,28000,9,9000,9,8,324000,2002,female
3773,163,2023-09-01 07:24:48,3,20000,5,7000,5,3,121000,2002,female
3774,163,2023-09-29 21:43:48,11,29000,2,5500,6,10,229000,2002,female
3775,163,2023-10-21 03:08:48,12,30000,14,11500,7,4,256000,2002,female
3776,163,2023-11-09 22:14:48,11,29000,13,11000,6,6,240000,2002,female
3777,163,2023-11-15 19:33:48,7,24000,3,6000,9,7,258000,2002,female
3778,163,2023-12-14 08:38:48,8,26000,6,7500,5,7,182500,2002,female
3779,163,2023-12-29 16:29:48,5,22000,5,7000,11,6,284000,2002,female
3780,163,2024-01-04 09:55:48,5,22000,6,7500,8,8,236000,2002,female
3781,163,2024-01-27 11:10:48,7,24000,2,5500,5,5,147500,2002,female
3782,163,2024-02-23 10:44:48,6,25000,6,7500,11,6,320000,2002,female
3783,163,2024-03-15 11:10:48,11,29000,1,5000,14,11,461000,2002,female
3784,163,2024-04-13 06:15:48,8,26000,7,8000,5,5,170000,2002,female
3785,163,2024-04-17 09:21:48,8,26000,2,5500,9,6,267000,2002,female
3786,163,2024-05-04 09:07:48,1,23000,7,8000,7,11,249000,2002,female
3787,163,2024-05-08 01:37:48,3,20000,6,7500,5,7,152500,2002,female
3788,163,2024-05-27 11:41:48,4,23000,5,7000,8,9,247000,2002,female
3789,163,2024-06-05 22:29:48,7,24000,1,5000,10,6,270000,2002,female
3790,163,2024-06-10 11:54:48,7,24000,3,6000,7,9,222000,2002,female
3791,163,2024-06-21 02:22:48,4,23000,4,6500,6,8,190000,2002,female
3792,163,2024-06-25 16:30:48,4,23000,3,6000,4,6,128000,2002,female
3793,163,2024-07-04 12:06:48,14,32000,13,11000,5,6,226000,2002,female
3794,164,2024-07-09 06:12:04,1,23000,12,10500,7,13,297500,1996,female
3795,165,2022-11-29 19:57:49,6,25000,10,9500,6,4,188000,2000,male
3796,165,2022-12-24 22:02:49,2,21000,5,7000,9,6,231000,2000,male
3797,165,2023-01-10 03:28:49,4,23000,8,8500,6,7,197500,2000,male
3798,165,2023-02-04 13:18:49,14,32000,9,9000,6,6,246000,2000,male
3799,165,2023-03-03 07:05:49,7,24000,14,11500,8,5,249500,2000,male
3800,165,2023-03-21 09:57:49,1,23000,1,5000,8,6,214000,2000,male
3801,165,2023-04-17 11:10:49,3,20000,7,8000,6,14,232000,2000,male
3802,165,2023-05-14 02:31:49,6,25000,2,5500,10,10,305000,2000,male
3803,165,2023-05-19 14:41:49,13,31000,4,6500,7,3,236500,2000,male
3804,165,2023-05-31 03:16:49,9,27000,9,9000,8,10,306000,2000,male
3805,165,2023-06-24 02:12:49,5,22000,10,9500,5,5,157500,2000,male
3806,165,2023-07-01 05:54:49,13,31000,7,8000,10,8,374000,2000,male
3807,165,2023-07-09 18:11:49,10,28000,4,6500,9,12,330000,2000,male
3808,165,2023-07-30 21:22:49,3,20000,13,11000,7,7,217000,2000,male
3809,165,2023-08-30 21:27:49,5,22000,14,11500,6,11,258500,2000,male
3810,165,2023-09-09 18:45:49,6,25000,9,9000,11,4,311000,2000,male
3811,165,2023-10-06 13:33:49,7,24000,13,11000,7,6,234000,2000,male
3812,165,2023-10-14 00:05:49,11,29000,8,8500,9,4,295000,2000,male
3813,165,2023-10-19 23:31:49,1,23000,10,9500,5,4,153000,2000,male
3814,165,2023-11-10 15:06:49,5,22000,6,7500,12,9,331500,2000,male
3815,165,2023-11-20 17:56:49,12,30000,10,9500,7,1,219500,2000,male
3816,165,2023-12-18 14:41:49,10,28000,4,6500,5,9,198500,2000,male
3817,165,2024-01-15 16:49:49,1,23000,6,7500,9,1,214500,2000,male
3818,165,2024-02-13 17:35:49,5,22000,3,6000,6,7,174000,2000,male
3819,165,2024-02-19 02:25:49,13,31000,14,11500,5,5,212500,2000,male
3820,165,2024-03-04 05:08:49,14,32000,9,9000,14,7,511000,2000,male
3821,165,2024-03-18 18:49:49,14,32000,14,11500,7,5,281500,2000,male
3822,165,2024-04-11 00:51:49,4,23000,5,7000,7,6,203000,2000,male
3823,165,2024-04-21 01:01:49,14,32000,3,6000,6,10,252000,2000,male
3824,165,2024-05-16 21:54:49,12,30000,14,11500,11,11,456500,2000,male
3825,165,2024-05-19 02:32:49,4,23000,3,6000,8,8,232000,2000,male
3826,165,2024-06-12 16:36:49,13,31000,3,6000,11,12,413000,2000,male
3827,165,2024-07-03 15:24:49,4,23000,12,10500,8,8,268000,2000,male
3828,165,2024-07-06 13:03:49,6,25000,5,7000,11,8,331000,2000,male
3829,166,2023-06-02 08:55:01,11,29000,14,11500,13,9,480500,1990,male
3830,166,2023-06-04 21:34:01,9,27000,7,8000,9,7,299000,1990,male
3831,166,2023-06-06 07:47:01,7,24000,12,10500,10,6,303000,1990,male
3832,166,2023-06-27 09:14:01,8,26000,10,9500,13,13,461500,1990,male
3833,166,2023-07-20 11:59:01,5,22000,8,8500,6,10,217000,1990,male
3834,166,2023-07-28 11:11:01,4,23000,7,8000,11,3,277000,1990,male
3835,166,2023-08-11 01:51:01,13,31000,14,11500,4,13,273500,1990,male
3836,166,2023-09-01 03:51:01,5,22000,2,5500,5,5,137500,1990,male
3837,166,2023-09-25 16:27:01,2,21000,10,9500,6,8,202000,1990,male
3838,166,2023-10-11 10:14:01,3,20000,14,11500,4,12,218000,1990,male
3839,166,2023-10-24 22:02:01,2,21000,11,10000,9,9,279000,1990,male
3840,166,2023-11-06 23:48:01,14,32000,8,8500,7,7,283500,1990,male
3841,166,2023-12-06 13:20:01,3,20000,7,8000,11,4,252000,1990,male
3842,166,2023-12-24 04:37:01,10,28000,14,11500,5,6,209000,1990,male
3843,166,2024-01-20 14:38:01,2,21000,2,5500,6,5,153500,1990,male
3844,166,2024-01-28 09:32:01,8,26000,4,6500,10,1,266500,1990,male
3845,166,2024-02-07 04:13:01,2,21000,6,7500,9,10,264000,1990,male
3846,166,2024-03-02 15:15:01,11,29000,9,9000,6,4,210000,1990,male
3847,166,2024-03-05 04:04:01,13,31000,6,7500,8,6,293000,1990,male
3848,166,2024-03-17 02:56:01,1,23000,8,8500,10,12,332000,1990,male
3849,166,2024-04-14 16:24:01,5,22000,8,8500,10,10,305000,1990,male
3850,166,2024-04-25 02:08:01,2,21000,7,8000,8,7,224000,1990,male
3851,166,2024-05-10 07:36:01,3,20000,6,7500,14,3,302500,1990,male
3852,166,2024-05-29 23:17:01,5,22000,13,11000,2,9,143000,1990,male
3853,166,2024-06-20 11:40:01,10,28000,7,8000,7,8,260000,1990,male
3854,166,2024-07-06 09:52:01,2,21000,14,11500,10,5,267500,1990,male
3855,167,2023-10-17 12:29:10,3,20000,11,10000,11,11,330000,2002,female
3856,167,2023-11-01 04:07:10,7,24000,6,7500,4,7,148500,2002,female
3857,167,2023-11-21 02:39:10,13,31000,5,7000,12,9,435000,2002,female
3858,167,2023-11-27 20:36:10,3,20000,14,11500,10,6,269000,2002,female
3859,167,2023-12-16 16:08:10,5,22000,1,5000,9,1,203000,2002,female
3860,167,2023-12-26 05:47:10,13,31000,4,6500,14,8,486000,2002,female
3861,167,2024-01-21 10:42:10,13,31000,10,9500,7,7,283500,2002,female
3862,167,2024-01-30 23:13:10,6,25000,4,6500,7,2,188000,2002,female
3863,167,2024-02-12 00:09:10,5,22000,6,7500,3,6,111000,2002,female
3864,167,2024-02-22 14:23:10,9,27000,4,6500,8,5,248500,2002,female
3865,167,2024-03-11 19:46:10,13,31000,7,8000,10,9,382000,2002,female
3866,167,2024-03-31 19:06:10,13,31000,1,5000,8,8,288000,2002,female
3867,167,2024-04-14 09:41:10,4,23000,3,6000,9,9,261000,2002,female
3868,167,2024-04-30 09:53:10,14,32000,11,10000,10,9,410000,2002,female
3869,167,2024-05-26 17:59:10,11,29000,1,5000,10,12,350000,2002,female
3870,167,2024-06-24 03:37:10,9,27000,1,5000,14,5,403000,2002,female
3871,167,2024-07-10 03:39:10,7,24000,2,5500,12,6,321000,2002,female
3872,168,2023-04-12 02:31:02,5,22000,6,7500,7,6,199000,1989,female
3873,168,2023-05-08 06:29:02,4,23000,8,8500,3,11,162500,1989,female
3874,168,2023-06-02 02:14:02,14,32000,4,6500,10,3,339500,1989,female
3875,168,2023-06-08 16:42:02,1,23000,8,8500,9,4,241000,1989,female
3876,168,2023-06-29 16:17:02,13,31000,9,9000,7,11,316000,1989,female
3877,168,2023-07-11 13:51:02,3,20000,9,9000,1,8,92000,1989,female
3878,168,2023-08-02 01:23:02,7,24000,12,10500,9,8,300000,1989,female
3879,168,2023-08-16 09:44:02,12,30000,3,6000,12,8,408000,1989,female
3880,168,2023-08-30 13:32:02,9,27000,4,6500,8,7,261500,1989,female
3881,168,2023-09-29 20:13:02,14,32000,12,10500,2,11,179500,1989,female
3882,168,2023-10-12 22:59:02,5,22000,10,9500,13,5,333500,1989,female
3883,168,2023-11-08 06:08:02,11,29000,10,9500,1,8,105000,1989,female
3884,168,2023-11-22 14:33:02,13,31000,12,10500,8,5,300500,1989,female
3885,168,2023-12-23 02:55:02,7,24000,5,7000,7,2,182000,1989,female
3886,168,2024-01-21 02:05:02,2,21000,12,10500,11,7,304500,1989,female
3887,168,2024-01-27 23:46:02,14,32000,11,10000,6,10,292000,1989,female
3888,168,2024-02-13 06:16:02,14,32000,7,8000,10,8,384000,1989,female
3889,168,2024-02-25 17:19:02,14,32000,1,5000,5,5,185000,1989,female
3890,168,2024-03-07 00:05:02,13,31000,3,6000,12,6,408000,1989,female
3891,168,2024-03-17 06:46:02,3,20000,6,7500,9,10,255000,1989,female
3892,168,2024-04-11 15:31:02,10,28000,12,10500,1,13,164500,1989,female
3893,168,2024-04-29 10:45:02,9,27000,11,10000,6,6,222000,1989,female
3894,168,2024-05-04 04:29:02,4,23000,7,8000,8,1,192000,1989,female
3895,168,2024-05-24 03:56:02,10,28000,2,5500,8,6,257000,1989,female
3896,168,2024-06-17 06:11:02,1,23000,8,8500,6,6,189000,1989,female
3897,168,2024-07-05 20:36:02,13,31000,3,6000,7,8,265000,1989,female
3898,169,2023-10-25 05:47:42,1,23000,14,11500,1,9,126500,1994,male
3899,169,2023-11-21 01:19:42,11,29000,4,6500,6,11,245500,1994,male
3900,169,2023-12-14 23:13:42,13,31000,4,6500,6,10,251000,1994,male
3901,169,2023-12-27 03:50:42,13,31000,7,8000,7,9,289000,1994,male
3902,169,2024-01-23 10:32:42,3,20000,1,5000,11,8,260000,1994,male
3903,169,2024-02-14 08:23:42,7,24000,12,10500,8,8,276000,1994,male
3904,169,2024-02-26 21:04:42,2,21000,13,11000,7,10,257000,1994,male
3905,169,2024-03-21 13:21:42,8,26000,11,10000,6,5,206000,1994,male
3906,169,2024-03-29 22:44:42,10,28000,9,9000,8,6,278000,1994,male
3907,169,2024-03-31 23:55:42,14,32000,2,5500,9,9,337500,1994,male
3908,169,2024-04-12 01:31:42,1,23000,10,9500,9,13,330500,1994,male
3909,169,2024-04-29 01:11:42,5,22000,3,6000,11,9,296000,1994,male
3910,169,2024-05-26 21:45:42,9,27000,1,5000,6,13,227000,1994,male
3911,169,2024-06-25 18:49:42,11,29000,9,9000,8,9,313000,1994,male
3912,170,2024-03-22 07:55:11,12,30000,5,7000,5,13,241000,1997,male
